,Id,SalePrice
391,1852,122119.147139
392,1853,126132.569019
393,1854,176218.621925
394,1855,157327.745708
395,1856,204640.148327
396,1857,141598.821503
397,1858,114518.400811
398,1859,110173.259233
399,1860,124629.108222
400,1861,110173.259233
401,1862,290877.149569
402,1863,268932.295601
403,1864,268932.295601
404,1865,303754.759999
405,1866,330931.325825
406,1867,248055.380824
407,1868,285128.516871
408,1869,188125.333645
409,1870,220937.659505
410,1871,284222.162697
411,1872,180131.815782
412,1873,253513.231743
413,1874,133016.663093
414,1875,210300.698305
415,1876,175307.457013
416,1877,198989.978222
417,1878,215040.250859
418,1879,140680.096389
419,1880,123924.108297
420,1881,238547.542626
421,1882,269067.587302
422,1883,180497.224681
423,1884,208071.158191
424,1885,248946.320809
425,1886,289102.956825
426,1887,190504.350781
427,1888,254700.510273
428,1889,178114.279759
429,1890,131739.285476
430,1891,135923.864956
431,1892,100649.334476
432,1893,115795.273168
433,1894,128010.880559
434,1895,138303.342087
435,1896,113394.434604
436,1897,109133.808466
437,1898,96040.3339924
438,1899,144472.537854
439,1900,136361.750693
440,1901,148368.778908
441,1902,148598.975668
442,1903,167882.603241
443,1904,127857.948281
444,1905,189634.056608
445,1906,154788.358529
446,1907,234621.932729
447,1908,109468.30141
448,1909,128990.340099
449,1910,125208.426473
450,1911,192004.417745
451,1912,280079.775185
452,1913,148205.082476
453,1914,72955.1593031
454,1915,288090.956311
455,1916,89769.4262896
456,1917,264785.343228
457,1918,124763.661037
458,1919,145031.167057
459,1920,146758.034765
460,1921,435745.521932
461,1922,325272.596943
462,1923,183697.523173
463,1924,231137.328084
464,1925,188859.786922
465,1926,424109.867725
466,1927,136287.491146
467,1928,152222.453948
468,1929,114167.736429
469,1930,115414.706109
470,1931,129240.479426
471,1932,139647.694653
472,1933,142678.729689
473,1934,159401.892731
474,1935,156205.140852
475,1936,162659.147067
476,1937,165493.183376
477,1938,152279.313943
478,1939,278473.034595
479,1940,187474.43921
480,1941,163727.515867
481,1942,165438.157047
482,1943,181369.023678
483,1944,323083.245836
484,1945,383925.029078
485,1946,182845.235204
486,1947,306389.066679
487,1948,164086.657791
488,1949,228514.099006
489,1950,175514.330252
490,1951,245159.447628
491,1952,217568.31702
492,1953,163334.613822
493,1954,166411.927699
494,1955,132626.383389
495,1956,252342.881835
496,1957,160357.443324
497,1958,293480.165014
498,1959,124514.371755
499,1960,118551.410274
500,1961,122532.527943
501,1962,92797.3298595
502,1963,95870.3767867
503,1964,120183.684423
504,1965,144284.222624
505,1966,151490.140993
506,1967,277279.152998
507,1968,383347.131552
508,1969,410377.467293
509,1970,419352.246476
510,1971,431129.118819
511,1972,326396.352212
512,1973,274091.135121
513,1974,308456.651555
514,1975,449772.820615
515,1976,259986.94221
516,1977,365430.253807
517,1978,398283.758636
518,1979,337484.266585
519,1980,198198.448316
520,1981,319501.799905
521,1982,201300.789405
522,1983,201300.789405
523,1984,151680.257134
524,1985,204204.211097
525,1986,195280.684286
526,1987,175353.971462
527,1988,164095.069322
528,1989,165309.498792
529,1990,193627.269505
530,1991,193210.02435
531,1992,190408.335066
532,1993,155453.733368
533,1994,225605.466157
534,1995,167360.449539
535,1996,260169.697957
536,1997,379680.205442
537,1998,351495.522935
538,1999,241308.872596
539,2000,308056.795673
540,2001,238631.605745
541,2002,217257.600072
542,2003,270184.295613
543,2004,223973.311742
544,2005,246274.256335
545,2006,217265.313412
546,2007,273252.216988
547,2008,194907.22454
548,2009,165485.944853
549,2010,173373.931966
550,2011,129026.838464
551,2012,183001.044728
552,2013,160204.29644
553,2014,162408.661717
554,2015,175627.992126
555,2016,167893.968795
556,2017,174787.039767
557,2018,123914.874225
558,2019,123655.811267
559,2020,117696.775694
560,2021,107091.172691
561,2022,197687.321511
562,2023,135056.468556
563,2024,189328.504445
564,2025,366026.22436
565,2026,182943.443634
566,2027,152872.624118
567,2028,154420.368064
568,2029,173586.006811
569,2030,254956.775918
570,2031,201811.894477
571,2032,226284.727905
572,2033,244517.11261
573,2034,167914.104125
574,2035,214618.936482
575,2036,189394.568869
576,2037,189394.568869
577,2038,274824.889657
578,2039,205898.027098
579,2040,362565.67018
580,2041,307650.036748
581,2042,203849.195022
582,2043,166130.338794
583,2044,172019.074246
584,2045,211775.519188
585,2046,130523.742889
586,2047,133196.028187
587,2048,129433.659765
588,2049,139564.216894
589,2050,164439.442739
590,2051,92201.7517052
591,2052,122756.053335
592,2053,142908.603177
593,2054,72228.47887
594,2055,140665.620377
595,2056,138265.368592
596,2057,122803.316373
597,2058,213098.595939
598,2059,136694.156937
599,2060,149037.880197
600,2061,159078.60565
601,2062,132227.851993
602,2063,121770.181297
603,2064,142665.65161
604,2065,134227.739216
605,2066,176119.84809
606,2067,128303.959095
607,2068,144811.905699
608,2069,83524.6655366
609,2070,105011.310841
610,2071,89647.8385574
611,2072,123901.430092
612,2073,126801.69677
613,2074,187827.778238
614,2075,148507.146297
615,2076,111960.436368
616,2077,136334.802508
617,2078,119822.854243
618,2079,136229.982074
619,2080,111240.366165
620,2081,115690.357391
621,2082,128799.477629
622,2083,122254.95632
623,2084,113203.439901
624,2085,123853.107528
625,2086,111936.740084
626,2087,130526.13747
627,2088,109210.984881
628,2089,88422.684718
629,2090,123964.234535
630,2091,122443.431252
631,2092,108608.564209
632,2093,109437.024541
633,2094,126314.708237
634,2095,137781.395704
635,2096,90020.088002
636,2097,90806.9251932
637,2098,130300.038804
638,2099,69485.0325102
639,2100,105530.678222
640,2101,122869.023004
641,2102,143161.146775
642,2103,114038.493905
643,2104,113724.376931
644,2105,105303.204378
645,2106,95179.9408949
646,2107,226588.847318
647,2108,122095.093462
648,2109,117145.232149
649,2110,119348.103323
650,2111,133559.436501
651,2112,132466.560746
652,2113,116015.873872
653,2114,112177.010688
654,2115,123363.151138
655,2116,122659.697815
656,2117,138371.890086
657,2118,111235.355581
658,2119,94507.5424979
659,2120,109170.874512
660,2121,79325.0221062
661,2122,91164.5369996
662,2123,84530.4775492
663,2124,163905.96419
664,2125,137802.901665
665,2126,167858.601461
666,2127,146233.418029
667,2128,124256.327833
668,2129,110570.185009
669,2130,128041.483607
670,2131,155233.076091
671,2132,123898.810067
672,2133,134839.822409
673,2134,116716.4262
674,2135,106646.199733
675,2136,84621.3359586
676,2137,114483.900728
677,2138,119293.974564
678,2139,143310.641308
679,2140,129914.471182
680,2141,122615.614504
681,2142,131401.276264
682,2143,131284.707422
683,2144,119449.033488
684,2145,126168.209356
685,2146,152270.396823
686,2147,137623.877271
687,2148,132743.983024
688,2149,122746.800054
689,2150,229728.468442
690,2151,133003.941148
691,2152,147036.605548
692,2153,126650.830259
693,2154,108672.366051
694,2155,146444.511941
695,2156,221500.057991
696,2157,205263.096273
697,2158,200929.93264
698,2159,186983.062648
699,2160,173975.186748
700,2161,265323.476924
701,2162,322923.692839
702,2163,335220.914299
703,2164,255577.822819
704,2165,196609.769014
705,2166,138950.824324
706,2167,195072.025202
707,2168,189273.814088
708,2169,169624.497052
709,2170,211760.217304
710,2171,145189.670389
711,2172,127652.40891
712,2173,152957.15345
713,2174,230341.866334
714,2175,296355.676988
715,2176,270615.243509
716,2177,245299.392029
717,2178,219558.738739
718,2179,139761.950593
719,2180,164517.970431
720,2181,189532.301419
721,2182,223682.483645
722,2183,193262.1886
723,2184,115699.142549
724,2185,125072.634563
725,2186,140772.503319
726,2187,141430.539745
727,2188,140155.898999
728,2189,163209.994289
729,2190,74298.1469667
730,2191,74390.4260764
731,2192,80004.9503571
732,2193,110460.618836
733,2194,94827.4519441
734,2195,111504.754698
735,2196,89898.1336121
736,2197,97129.9711832
737,2198,149116.849143
738,2199,119727.787037
739,2200,130367.93392
740,2201,166089.772044
741,2202,187813.299062
742,2203,157389.501039
743,2204,146204.448893
744,2205,130853.552956
745,2206,132282.248597
746,2207,175576.69887
747,2208,220615.837476
748,2209,207009.312052
749,2210,110184.630594
750,2211,101305.413732
751,2212,109386.366795
752,2213,101013.186305
753,2214,118573.732885
754,2215,105256.931037
755,2216,134611.865963
756,2217,84909.5350314
757,2218,80419.1926324
758,2219,81166.3014916
759,2220,75446.6350442
760,2221,288090.956311
761,2222,217750.790665
762,2223,259172.882975
763,2224,201857.382149
764,2225,117330.852161
765,2226,163602.068866
766,2227,181808.604468
767,2228,276069.236312
768,2229,239440.866878
769,2230,155105.165188
770,2231,205312.808561
771,2232,180824.547855
772,2233,188649.590931
773,2234,237004.950221
774,2235,205066.328317
775,2236,278854.514375
776,2237,352773.032317
777,2238,190963.64637
778,2239,105272.765713
779,2240,163660.259834
780,2241,158262.55004
781,2242,132474.957276
782,2243,109049.311837
783,2244,93619.1344991
784,2245,84505.5419645
785,2246,150610.939139
786,2247,88631.6062746
787,2248,113510.571277
788,2249,117999.630025
789,2250,134036.790675
790,2251,152834.864235
791,2252,176393.467571
792,2253,161400.188754
793,2254,160510.867156
794,2255,150848.381586
795,2256,152392.165793
796,2257,171009.259294
797,2258,171516.901092
798,2259,155333.75706
799,2260,167429.495102
800,2261,178666.525409
801,2262,183052.918991
802,2263,343967.952755
803,2264,428871.163353
804,2265,167569.936762
805,2266,272858.339472
806,2267,344096.022253
807,2268,423501.354727
808,2269,145458.341452
809,2270,173159.385018
810,2271,196997.430444
811,2272,182036.359079
812,2273,176502.984658
813,2274,176971.741933
814,2275,156444.577599
815,2276,170367.484396
816,2277,165582.971397
817,2278,136578.219792
818,2279,121651.282318
819,2280,119490.420884
820,2281,172442.872224
821,2282,178555.299153
822,2283,92810.3211233
823,2284,116537.54322
824,2285,149780.972538
825,2286,118297.186039
826,2287,338883.637379
827,2288,311088.330656
828,2289,356733.845382
829,2290,423164.720536
830,2291,323480.12117
831,2292,422287.97714
832,2293,418722.672706
833,2294,448141.046979
834,2295,410951.425981
835,2296,295581.99655
836,2297,269904.515019
837,2298,357278.019788
838,2299,400168.180478
839,2300,336090.917043
840,2301,237391.207736
841,2302,217514.643016
842,2303,266280.028779
843,2304,254750.181263
844,2305,170830.046421
845,2306,169119.471296
846,2307,174047.425819
847,2308,242504.604745
848,2309,279142.796528
849,2310,204362.144067
850,2311,178411.597287
851,2312,169234.682444
852,2313,164523.001913
853,2314,156426.015188
854,2315,162790.213931
855,2316,156048.632377
856,2317,181496.743921
857,2318,161455.003661
858,2319,158660.316139
859,2320,183420.043411
860,2321,235635.032099
861,2322,178902.479686
862,2323,179090.672686
863,2324,167690.604727
864,2325,205163.584817
865,2326,173430.390011
866,2327,184270.082359
867,2328,191761.378395
868,2329,160444.973023
869,2330,153722.982706
870,2331,388022.717218
871,2332,419842.238632
872,2333,320969.973786
873,2334,260794.700685
874,2335,267992.156017
875,2336,304992.849393
876,2337,210314.02108
877,2338,280135.156048
878,2339,236254.029919
879,2340,398508.094641
880,2341,222188.583104
881,2342,251768.427825
882,2343,215797.528524
883,2344,216208.29194
884,2345,261082.356074
885,2346,223687.541241
886,2347,213909.393632
887,2348,238958.836262
888,2349,170943.07629
889,2350,259157.333012
890,2351,254640.247201
891,2352,299863.832433
892,2353,234644.190225
893,2354,111258.041456
894,2355,154208.418675
895,2356,154481.136379
896,2357,201608.769778
897,2358,182985.914893
898,2359,123019.517497
899,2360,111832.767677
900,2361,129574.405315
901,2362,277749.462222
902,2363,128440.941224
903,2364,138831.013403
904,2365,196333.007189
905,2366,197891.677292
906,2367,246989.768127
907,2368,198670.748123
908,2369,247185.022445
909,2370,173586.006811
910,2371,176999.520193
911,2372,203937.502899
912,2373,255950.255337
913,2374,274829.759614
914,2375,256119.22919
915,2376,289650.66244
916,2377,382524.51275
917,2378,151463.054252
918,2379,162672.201231
919,2380,138537.585846
920,2381,172552.016751
921,2382,178609.388897
922,2383,197769.42489
923,2384,203703.627571
924,2385,150889.977986
925,2386,138649.34376
926,2387,125919.857938
927,2388,95120.6918989
928,2389,122534.7991
929,2390,135346.38625
930,2391,129238.597457
931,2392,118027.912376
932,2393,162176.157427
933,2394,146886.738538
934,2395,175192.309341
935,2396,139597.762953
936,2397,195475.43403
937,2398,135001.678787
938,2399,69663.7882535
939,2400,60583.9663058
940,2401,121267.464439
941,2402,132098.516111
942,2403,126655.378414
943,2404,133811.009542
944,2405,155427.351327
945,2406,134069.157946
946,2407,119718.641483
947,2408,136718.101478
948,2409,129635.358009
949,2410,161024.143714
950,2411,119909.895335
951,2412,149738.492837
952,2413,129871.757183
953,2414,131159.519425
954,2415,128119.408376
955,2416,136985.442122
956,2417,123865.242787
957,2418,127253.228591
958,2419,122176.055517
959,2420,119428.425899
960,2421,132294.431386
961,2422,137259.773671
962,2423,109656.104491
963,2424,152412.305734
964,2425,181083.213782
965,2426,123914.333305
966,2427,132808.583521
967,2428,153167.423364
968,2429,112642.330117
969,2430,123493.196167
970,2431,119620.809195
971,2432,130362.693162
972,2433,124375.658313
973,2434,122316.904645
974,2435,122290.889257
975,2436,93855.8358135
976,2437,112762.26939
977,2438,117938.548408
978,2439,108062.792145
979,2440,122289.971172
980,2441,93999.5784584
981,2442,90935.7524412
982,2443,116255.25217
983,2444,127002.10385
984,2445,87660.3758611
985,2446,130882.879939
986,2447,185736.859433
987,2448,120791.916613
988,2449,116262.83948
989,2450,143799.061801
990,2451,110465.25728
991,2452,183354.140961
992,2453,86508.0542567
993,2454,102857.914057
994,2455,113587.135832
995,2456,127106.244857
996,2457,113974.537862
997,2458,109236.445712
998,2459,112731.104021
999,2460,143502.904544
1000,2461,117856.765325
1001,2462,119536.032608
1002,2463,124470.445664
1003,2464,153995.810297
1004,2465,143535.100443
1005,2466,117625.702213
1006,2467,137485.352536
1007,2468,100138.506487
1008,2469,101619.92294
1009,2470,182117.624888
1010,2471,171986.153299
1011,2472,166889.33569
1012,2473,104838.406602
1013,2474,114598.102547
1014,2475,185446.293322
1015,2476,107682.291693
1016,2477,133068.661748
1017,2478,148783.808283
1018,2479,125671.541721
1019,2480,140789.843007
1020,2481,138751.733918
1021,2482,124282.484397
1022,2483,118034.491855
1023,2484,126675.235178
1024,2485,116134.674141
1025,2486,144344.326451
1026,2487,169707.162659
1027,2488,145665.986738
1028,2489,148797.3931
1029,2490,146952.630419
1030,2491,86285.9201069
1031,2492,196503.129718
1032,2493,136579.341533
1033,2494,168529.574673
1034,2495,105716.960262
1035,2496,242908.944283
1036,2497,119530.842835
1037,2498,113019.749034
1038,2499,95510.1106921
1039,2500,123549.079755
1040,2501,121729.595345
1041,2502,130634.119264
1042,2503,95987.2910074
1043,2504,212971.079891
1044,2505,194364.833037
1045,2506,277237.451428
1046,2507,303151.845708
1047,2508,276060.827908
1048,2509,231242.877534
1049,2510,242966.51188
1050,2511,183791.022125
1051,2512,192109.646327
1052,2513,182066.412725
1053,2514,254137.043435
1054,2515,148805.648478
1055,2516,159987.126089
1056,2517,131758.007851
1057,2518,147292.465248
1058,2519,200074.740807
1059,2520,198260.530204
1060,2521,176618.887285
1061,2522,180938.612259
1062,2523,134160.543325
1063,2524,138210.187807
1064,2525,138455.336184
1065,2526,140401.685022
1066,2527,141818.121484
1067,2528,128409.913895
1068,2529,132309.030286
1069,2530,114616.092957
1070,2531,224088.284095
1071,2532,196017.127769
1072,2533,174028.008953
1073,2534,255717.155261
1074,2535,316847.940321
1075,2536,212024.156563
1076,2537,221076.496114
1077,2538,164454.740977
1078,2539,190855.934215
1079,2540,176678.820679
1080,2541,161303.032767
1081,2542,146605.78657
1082,2543,114927.118052
1083,2544,136171.157507
1084,2545,127628.725607
1085,2546,148546.620693
1086,2547,124151.231004
1087,2548,121102.648462
1088,2549,138425.694445
1089,2550,285635.935683
1090,2551,138518.187942
1091,2552,115060.083491
1092,2553,75957.9896319
1093,2554,106427.687739
1094,2555,112140.755759
1095,2556,98039.2184556
1096,2557,105646.760533
1097,2558,142757.054186
1098,2559,134599.590889
1099,2560,127296.339032
1100,2561,131996.980234
1101,2562,127008.994681
1102,2563,130918.386791
1103,2564,161522.320246
1104,2565,130927.359308
1105,2566,124487.224292
1106,2567,132250.294417
1107,2568,203556.329382
1108,2569,210200.902274
1109,2570,110184.630594
1110,2571,180340.729557
1111,2572,162041.897488
1112,2573,256368.599795
1113,2574,284904.265083
1114,2575,132867.747121
1115,2576,112536.47831
1116,2577,127217.672619
1117,2578,87056.2824726
1118,2579,81706.9041179
1119,2580,141510.904617
1120,2581,124213.607474
1121,2582,109387.842176
1122,2583,249405.877995
1123,2584,157352.500877
1124,2585,156747.67391
1125,2586,200386.122525
1126,2587,182613.574409
1127,2588,153378.476679
1128,2589,138355.499376
1129,2590,183216.377387
1130,2591,205415.952527
1131,2592,240505.582363
1132,2593,267594.565708
1133,2594,180611.017828
1134,2595,216677.59367
1135,2596,372176.768316
1136,2597,196800.884566
1137,2598,263321.310662
1138,2599,352368.482389
1139,2600,140056.350997
1140,2601,137189.576996
1141,2602,80150.7901842
1142,2603,86388.236657
1143,2604,70136.784941
1144,2605,83138.1556258
1145,2606,133601.583172
1146,2607,177196.84197
1147,2608,183945.643841
1148,2609,139596.140096
1149,2610,93985.5564774
1150,2611,139469.695751
1151,2612,154790.261496
1152,2613,129745.485234
1153,2614,122914.955228
1154,2615,155992.854131
1155,2616,130408.172246
1156,2617,157773.286698
1157,2618,178612.511256
1158,2619,216041.700002
1159,2620,162256.714836
1160,2621,170165.462861
1161,2622,173817.274278
1162,2623,247834.385772
1163,2624,253521.686552
1164,2625,388090.215457
1165,2626,160833.078674
1166,2627,178580.419687
1167,2628,381762.500397
1168,2629,463880.054358
1169,2630,338916.199708
1170,2631,481820.051546
1171,2632,399645.902859
1172,2633,273275.859572
1173,2634,436223.576112
1174,2635,145169.712469
1175,2636,164358.543046
1176,2637,168728.63584
1177,2638,241621.055622
1178,2639,174332.765793
1179,2640,152089.810924
1180,2641,112304.212453
1181,2642,193003.274682
1182,2643,111217.698498
1183,2644,131926.339421
1184,2645,92797.3298595
1185,2646,92817.5004736
1186,2647,92810.3211233
1187,2648,141025.552973
1188,2649,114781.286025
1189,2650,147804.552037
1190,2651,144284.222624
1191,2652,466836.202443
1192,2653,267723.898531
1193,2654,255686.45684
1194,2655,335073.721152
1195,2656,327423.371938
1196,2657,331083.978046
1197,2658,296961.0826
1198,2659,296638.540067
1199,2660,370537.699279
1200,2661,324042.412254
1201,2662,356909.94925
1202,2663,295646.884548
1203,2664,270406.868067
1204,2665,286019.80298
1205,2666,286356.433794
1206,2667,166121.408959
1207,2668,160830.423978
1208,2669,180426.15671
1209,2670,269811.704213
1210,2671,161515.913698
1211,2672,178498.834829
1212,2673,183955.062884
1213,2674,180794.291843
1214,2675,175907.852392
1215,2676,166200.837596
1216,2677,166243.971738
1217,2678,257814.507073
1218,2679,274933.752271
1219,2680,292368.032401
1220,2681,411223.204933
1221,2682,314454.34531
1222,2683,480861.95297
1223,2684,294238.251963
1224,2685,394084.894852
1225,2686,260857.068991
1226,2687,291950.23194
1227,2688,247847.521159
1228,2689,218718.564828
1229,2690,424475.771435
1230,2691,188747.595195
1231,2692,120979.026351
1232,2693,191333.614176
1233,2694,123079.56775
1234,2695,169262.207609
1235,2696,163057.49368
1236,2697,178960.932861
1237,2698,159957.564602
1238,2699,160125.111711
1239,2700,159956.453432
1240,2701,151815.799537
